chembl_id,smiles,mw,logp
CHEMBL46570,N[C@H](/C=C/C(CO)(Cc1ccccc1)Cc1ccccc1)Cc1ccccc1,371.52,4.58
CHEMBL46571,Cc1c(Cn2ccnc2)n(C)c2ccc(C(=O)O)cc12,269.3,2.43
CHEMBL46575,CC(C)CC(N)C(=O)O,131.18,0.44
CHEMBL46576,COCc1cn(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(Cl)cc2)n1,376.87,3.74
CHEMBL46664,Cc1c(N2CC(C)NC(C)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,370.45,2.11
CHEMBL46500,Cc1cc(NC(=O)C(=O)c2cn(Cc3ccsc3)c3ccccc23)on1,365.41,3.87
CHEMBL46502,CCc1cn([C@H]2C[C@H](O)[C@@H](CNC(=O)C3c4ccccc4CCc4ccccc43)O2)c(=O)[nH]c1=O,475.55,1.79
CHEMBL46584,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(Br)c2)cc1,446.25,3.97
CHEMBL3310567,C=C(C)[C@@H]1[C@H](O)C[C@]2(C)Oc3c(C)c4c(c(OC)c3C[C@@H]2[C@]1(C)CCC(=O)O)C(=O)OC4,444.52,3.81
CHEMBL46422,Clc1ccc(Cl)c(Cl)c1Cl,215.89,4.3
CHEMBL46504,C[C@@H]1CN(c2c(F)c(Cl)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,411.84,3.15
CHEMBL46424,CSc1ccc(OCCCCCCN2CCN(c3ccncc3)C2=O)cc1,385.53,4.68
CHEMBL46425,Cc1cccc2c(CN(C)C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)c(C)n(C)c12,402.5,3.75
CHEMBL3309707,CN1CCN(C(=O)c2cc3c4ccccc4n4c(=O)c5ccccc5c(n2)c34)CC1,396.45,2.98
CHEMBL46343,O=C1CC(C(=O)O)Oc2ccc(OCc3cccc(OCc4ccc5ccccc5n4)c3)cc21,455.47,4.81
CHEMBL46348,Nc1ncnc2c1ncn2CC#CCO,203.2,-0.6
CHEMBL46349,CC(Oc1ccc(Br)cc1)C(=O)OC1CC2CCC(C1)N2C,368.27,3.38
CHEMBL46350,COC(=O)/C=C/C(=O)NC[C@@H](N)C(=O)N[C@@H](C)C(=O)O,287.27,-2.25
CHEMBL46351,Oc1nc(/C=C/c2ccccc2)nc2cc(Cl)c(F)cc12,300.72,4.3
CHEMBL46352,CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCCO)C3=O)N1CC1NC12,379.37,-1.6
CHEMBL47607,CC(CCOc1ccc2cc3ccc(OCCC(C)N(C)C)cc3nc2c1)N(C)C,409.57,4.83
CHEMBL47608,CCOC(=O)/C=C/c1cccc(C(N)=O)c1,219.24,1.36
CHEMBL47609,COCCCNP(=O)(N1CC1(C)C)N1CC1(C)C,275.33,1.91
CHEMBL47611,O=C(O)CCn1ccc2cc(NS(=O)(=O)c3ccc(Cl)cc3)ccc21,378.84,3.57
CHEMBL47520,COC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccc(F)cc2)n1,320.32,4.31
CHEMBL47521,CC1CN(c2ccc(C(C)C)cc2)C(=O)O1,219.28,3.16
CHEMBL47523,O=C([O-])CNCP(=O)([O-])CNC(=O)OCc1ccccc1.[Li+].[Li+],328.12,-7.19
CHEMBL47440,COC(=O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2Cl)N1,340.81,3.6
CHEMBL47524,O=C(NC1=NCCS1)c1cc(O)c(O)c(O)c1,254.27,0.64
CHEMBL47525,Cc1ccc(Cl)c(Cl)c1,161.03,3.3
CHEMBL47527,Cc1nc(C)c(-c2ccnc(Nc3cccc(O)c3)n2)s1,298.37,3.67
CHEMBL47445,Nc1nc(=O)n([C@@H]2COC(CO)S2)cc1F,247.25,-0.45
CHEMBL47447,CC(=O)Nc1ccc(-c2cc(C)nn2-c2ccc(Br)cc2)cc1,370.25,4.57
CHEMBL47535,CN(C)c1ccc(C(=O)NC2CCc3ccccc3N(CC(=O)OC(C)(C)C)C2=O)cc1,437.54,3.17
CHEMBL47448,CCCc1nc(C)c2c(C)cnc(Nc3cc[nH]n3)n12,270.34,2.77
CHEMBL47450,Cc1ccccc1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Br,456.34,4.17
CHEMBL47451,O=c1nc2c(cn1C1COC(CO)C1O)CCO2,254.24,-1.53
CHEMBL47359,Cc1cc(-c2ccc(NS(C)(=O)=O)cc2)n(-c2ccccc2)n1,327.41,3.22
CHEMBL47360,O=c1[nH]c(/C=C/c2ccccc2)nc2ccccc12,248.28,3.09
CHEMBL47278,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCCCC(=O)O)C(=O)O)cc1,482.5,1.05
CHEMBL47279,COc1ccc(N2C[C@H](CN3CCC(O)(c4ccc5c(c4)OC4(CCCC4)O5)CC3)OC2=O)cc1,480.56,4.05
CHEMBL47362,CC(C)(C)NC(=O)C(=O)Nc1ccc(-c2cnco2)c(C(F)(F)F)c1,355.32,3.21
CHEMBL47368,CCN1c2nc(-c3cccs3)c(-c3cccs3)nc2C(N)=NS1(=O)=O,391.5,2.72
CHEMBL47370,C=CCc1ccccc1OCC(O)CNC(C)(C)C1CCC(C)(NC(=O)CBr)CC1,481.48,3.98
CHEMBL47371,Cc1cccc2c(O)nc3cc(C(F)(F)F)c([N+](=O)[O-])cc3c12,322.24,4.33
CHEMBL47372,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)c(Cc2ccc(F)cc2)cn3CCC(=O)O)cc1,466.53,4.96
CHEMBL47472,O=[N+]([O-])c1ccc(Sn2cnc3c(S)ncnc32)cc1,305.34,2.58
CHEMBL47473,CC(=O)OCc1cc(C(C)(C)C)ccc1C/N=C(\S)NCc1ccc(NS(C)(=O)=O)cc1,477.65,3.99
CHEMBL3310908,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1ncc(Cl)s1,391.23,3.22
CHEMBL46665,CCCc1nc(C)c2c(CC)nnc(S)n12,236.34,2.24
CHEMBL46666,O=C(N/N=C/c1ccccc1O)C(=O)N/N=C/c1ccccc1O,326.31,0.7
CHEMBL46667,CNc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,395.41,4.0
CHEMBL46668,C[C@@H](N)C(=O)NC[C@@H]1COC[C@@H]1SC1=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)C2[C@H]1C,413.5,-0.65
CHEMBL3310927,CCOc1cccc(Nc2cc3cc(NC(=O)N4CCCC4)ccc3[nH]c2=O)c1,392.46,4.3
CHEMBL3310928,O=C(Nc1ccc2[nH]c(=O)c(Nc3cccc(-c4nnn[nH]4)c3)cc2c1)N1CCCC1,416.45,3.08
CHEMBL46581,O=C(Cc1nc2ccccc2c(=O)n1-c1ccc(Br)cc1)c1ccncc1,420.27,3.97
CHEMBL46582,O=C(c1ccc(Cl)c(Cl)c1)N1CCC(F)(CNCc2cccc(-c3cc[nH]n3)n2)CC1,462.36,4.51
CHEMBL46672,O=C1C2CCCCN2C(=O)N1CN1CCN(c2ccc(F)cc2)CC1,346.41,1.72
CHEMBL46585,CCC(C)N1CCC(NC(=O)c2cc(C)ccc2O)CC1,290.41,2.69
CHEMBL46587,Cc1c(-c2ccc(O)cc2)n(CCCCCCNCCN)c2ccc(O)cc12,381.52,4.14
CHEMBL46677,O=C1C2CCCN2C(=O)N1CCCN1CCN(c2ccc(F)cc2)CC1,360.43,1.76
CHEMBL46588,O=c1c2ccccc2sn1CCN1CCCCC1,262.38,2.55
CHEMBL46589,COc1ccc(C(=O)n2nc(-c3ccncc3)c(-c3ccc(F)cc3)n2)cc1,374.38,3.84
CHEMBL46592,COC(=O)[C@H](CO)NCCN[C@@H](CO)C(=O)OC,264.28,-2.77
CHEMBL46509,CCOC(=O)c1cnc(Sc2ccccc2)nc1NN1C(=O)C=C(C)C1=O,384.42,2.45
CHEMBL46429,CNc1nc(C)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,342.38,3.6
CHEMBL46432,O=C1c2c(O)cccc2Cc2ccc(Cc3ccc(O)cc3)c(O)c21,332.36,3.53
CHEMBL46433,CCCN(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)c1ncnc2c1ncn2CC(=O)O,469.51,3.17
CHEMBL47612,O=C(O)CCn1cc(Cc2cccnc2)c2cc(NS(=O)(=O)c3ccc(F)cc3)ccc21,453.5,4.04
CHEMBL47613,CCCc1nc(C)c2cnn(CC3CC3)c(=O)n12,246.31,1.56
CHEMBL47704,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cccc(CN(C)C)c2)cc1,486.62,3.85
CHEMBL47705,NC(Cc1ccc(B(O)O)cc1)C(=O)NCCO,252.08,-2.66
CHEMBL47706,Cc1noc(NS(=O)(=O)c2ccsc2C(=O)Cc2ccc3c(c2)OCO3)c1Br,485.34,3.76
CHEMBL47614,O=C(O)Cc1cc(F)cc(Cc2nc3c(F)c(F)cc(F)c3s2)c1,355.31,4.07
CHEMBL47616,O=[N+]([O-])c1cc(CO)cc(Br)c1-c1ccc(O)cc1,324.13,3.22
CHEMBL47617,CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(N)c(N3CCN(c4ccccn4)CC3)cc21,421.5,2.76
CHEMBL47529,Cc1nc2c(OCc3ccccc3)cccn2c1CC#N,277.33,3.29
CHEMBL47530,CC1CCNC12C1CC3CC(C1)CC2C3,205.34,2.81
CHEMBL47619,CS(=O)(=O)Nc1ccc(-c2cc(C(F)F)nn2-c2cccc(F)c2)cc1,381.38,3.99
CHEMBL47621,N[C@@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1CO,245.21,-1.72
CHEMBL47537,O=C1C[C@H](O)CC(CCc2c(Cl)cc(Cl)cc2Oc2ccccc2)O1,381.26,4.78
CHEMBL47538,CC1(C(=O)N[C@@H](Cc2ccc(NC(=O)c3ccnc4ccccc34)cc2)C(=O)O)CC1(Cl)Cl,486.36,4.18
CHEMBL47627,CC[C@H](N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN(C)C)C(=O)NC)P(=O)(O)O,408.48,0.48
CHEMBL47540,C[C@]1(O)CCC[C@H]1Oc1ncc(C(F)(F)F)cc1-c1ccc(S(C)(=O)=O)cc1,415.43,3.85
CHEMBL47541,CC(C)C[C@H](NP(=O)(O)O)C(N)=O,210.17,-0.43
CHEMBL47543,Nc1cc[n+](Cc2ccc(OCc3ccccc3)cc2)cc1,291.37,3.18
CHEMBL3310801,CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(N)=O)c2ncccc23)CC1,401.51,2.18
CHEMBL47361,Oc1ccc2nc(-c3ccccc3)sc2c1,227.29,3.67
CHEMBL47454,CC(C#N)CN(N)c1nc2ccccc2o1,216.24,1.67
CHEMBL3310828,COc1cc2[nH]c(=O)n(C)c2cc1NS(=O)(=O)c1cccc(Cl)c1Cl,402.26,2.98
CHEMBL47363,CCCc1nc(C)c2cnn(CC)c(=O)n12,220.28,1.17
CHEMBL47365,O=C(O)c1cccc2c1C(=O)c1cc([N+](=O)[O-])ccc1-2,269.21,2.5
CHEMBL47366,CCOC(=O)c1ccc2oc(N(N)CCC#N)nc2c1,274.28,1.6
CHEMBL47458,CC(C)c1nc(CC(N)C(=O)O)cn1Cc1ccccc1,287.36,2.01
CHEMBL47471,Clc1cccnc1N1CCN(Cc2ccccc2)CC1,287.79,3.06
CHEMBL47375,COc1ccc(C(=O)/C(=N/O)SCC[N+](C)(C)C)cc1.[Cl-],332.85,-0.89
CHEMBL47378,O=C1C[C@H](O)CC(CCc2c(Cl)cc(Cl)cc2OCc2cccc(F)c2)O1,413.27,4.71
CHEMBL45301,CC(=O)c1ccc(N2CC(CO)OC2=O)cc1,235.24,1.21
CHEMBL45303,CS(=O)(=O)N(c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Cl)cc2)cc1)S(C)(=O)=O,493.92,3.94
CHEMBL46674,C/C(=C\C(=O)O)C(=O)c1ccc(C)cc1,204.22,2.21
CHEMBL46675,Cc1ccccc1CNC(=O)COc1ccc(Cl)cc1C(=O)c1ccccc1,393.87,4.57
CHEMBL45305,Cc1ccc(CNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)nc1,393.87,3.92
CHEMBL45306,CCCCCCCC(=O)O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1,432.47,4.16
CHEMBL46678,CCCC(O)CC,102.18,1.56
CHEMBL45309,COC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccc(C)cc2)n1,316.36,4.48
CHEMBL46593,CN(CC/C=C/c1ccccc1)CCc1c[nH]cn1,255.36,2.99
CHEMBL46683,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3cc(O)ccc3c2=O)CC1,411.43,2.13
CHEMBL46595,Cc1nc2c(OCc3ccccc3)nccn2c1N,254.29,2.2
CHEMBL46599,O=C(O)CC(NC(=O)C(F)(F)F)C(=O)Nc1ccccc1Cl,338.67,1.8
CHEMBL46600,CC(C)NCc1cn(Cc2ccccc2)c2ccccc12,278.4,4.19
CHEMBL46601,C#CCN(Cc1ccccc1)Cc1cc2ccccc2n1C,288.39,3.81
CHEMBL46514,COc1c(NC(C)=O)c(OCCN2CCOCC2)c(OC)c2occc12,364.4,2.12
CHEMBL46602,Cn1c(CNCc2ccccc2)cc2ccccc21,250.34,3.47
CHEMBL46519,N#Cc1ccc(OCC2CCN(CCF)CC2)cc1,262.33,2.62
CHEMBL46520,CCNC(=O)NNC(=O)Cn1nc(C)cc1C,239.28,-0.15
CHEMBL47707,CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CC[C@H](O)[C@]3(C)O,300.35,2.01
CHEMBL47796,CCCc1nc(C)c2cnnc(O)n12,192.22,1.09
CHEMBL47798,CN(C)S(=O)(=O)n1c(N(N)CCC#N)nc2ccccc21,308.37,0.28
CHEMBL47714,COc1ccc(N2C[C@H](CN3CCC(O)(c4ccc(OC)cc4)CC3)OC2=O)cc1,412.49,3.01
CHEMBL47715,O=C1O[C@@H](CN2CCC(O)(c3ccc4c(c3)OCO4)CC2)CN1c1ccc(Cl)cc1,430.89,3.38
CHEMBL47624,CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCCCC3,282.38,4.15
CHEMBL47625,Cc1cc(-n2nc3c4ccccc4n(C)cc-3c2=O)cs1,295.37,3.2
CHEMBL47716,CCc1cc(OC(C)C)c(O)cc1OCCCCCC(C)(C)c1nn[n-]n1.[Na+],398.48,0.81
CHEMBL47718,O=c1oc(-c2ccc(C(F)(F)F)cc2)nn1Cc1cc(Cl)ccc1COP(=O)(O)O,464.72,3.83
CHEMBL47628,O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2ncc(F)cn2)CC1,383.43,1.81
CHEMBL47720,C=CCn1c(-c2ccc(NC(=S)Nc3ccccc3)cc2)n[nH]c1=S,367.5,4.6
CHEMBL47721,NC1N=CNc2c1ncn2[C@H]1CC[C@@H](CO)O1,237.26,-0.04
CHEMBL47723,CC1(C)CN1P(N)(=O)N1CC1(C)C,203.23,1.24
CHEMBL47546,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@H](CC(C)C)N[C@H](C)C(=O)O,393.48,0.95
CHEMBL47631,CC1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C,254.33,3.47
CHEMBL47632,COC(=O)c1ccnc(-c2nn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)c(=N)s2)c1,449.24,4.59
CHEMBL47633,Nc1nc(-c2ccccc2)ns1,177.23,1.79
CHEMBL47547,CCO/C(O)=C1\C(COCCN2CCNCC2)=NC(C)=C(C(=O)OC)C1c1ccccc1Cl,477.99,3.05
CHEMBL47548,CCCc1nsc(N)n1,143.22,1.07
CHEMBL47459,CCCc1nc2c(C)ccnc2n1Cc1ccc(-c2cccnc2-c2nn[nH]n2)cc1,410.49,3.98
CHEMBL47460,CCC(COC1CC2CCC(C1)N2C)Sc1ccc(Cl)cc1,339.93,4.85
CHEMBL47461,CCOC1OC(=O)[C@H]2[C@@H]1[C@@H]1CC[C@H]2O1,198.22,0.7
CHEMBL47552,O=C([O-])CCNP(=O)([O-])CNC(=O)OCc1ccccc1.[Li+].[Li+],328.12,-6.84
CHEMBL3310867,C=CCc1cc(/C=C2\SC(=O)N(Cc3ccccc3)C2=O)c(OC)cc1O,381.45,4.37
CHEMBL47560,[O-]c1c(-c2ccccc2)sc2cncc[n+]12,228.28,1.62
CHEMBL47646,O=C(O)CC1Sc2ccccc2N(Cc2nc3c(F)c(F)cc(F)c3s2)C1=O,424.43,4.2
CHEMBL3310903,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1cccc(Cl)n1,385.2,3.16
CHEMBL45387,Cc1cc(-c2ccc(NS(C)(=O)=O)cc2)n(-c2ccc(Cl)cc2)n1,361.85,3.87
CHEMBL45479,CSc1nncc2c(C)ncn12,180.24,1.15
CHEMBL872,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3NC(N)=O,345.4,2.55
CHEMBL45389,Clc1cccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)c1,347.81,4.73
CHEMBL45307,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-n2ccnc2)cc1,419.49,2.31
CHEMBL45395,COc1ccc(C(=O)Nc2c(Cl)c[n+]([O-])cc2Cl)cc1OC1CCCC1,397.26,4.21
CHEMBL45396,CC(=O)c1cccc(C2=C(c3ccc(S(C)(=O)=O)cc3)OC(C)(C)C2=O)c1,384.45,3.54
CHEMBL45311,C=CCOc1ccc(C(=O)c2cccs2)cc1C(C)C(=O)O,316.38,3.73
CHEMBL45314,C/N=C(/S)C1=CC(C)(C)Oc2ccc(C#N)cc21,258.35,3.07
CHEMBL45315,CCC(=O)CC,86.13,1.38
CHEMBL46686,O=C(CCC(=O)Nc1nc2ccccc2[nH]1)Nc1nc2ccccc2[nH]1,348.37,2.8
CHEMBL46691,CN1CCC23CCCCC2C1Cc1ccc(OCC2CC2)cc13,311.47,4.16
CHEMBL46693,CCCOc1ccccc1-c1nc(O)c2sccc2n1,286.36,3.85
CHEMBL46603,COC(=O)c1ccc(-c2nn(-c3c(Cl)cc(Cl)cc3Cl)c(=N)s2)cc1,414.7,4.83
CHEMBL46610,O=C1c2c(c(=O)n3nc(-c4ccccc4)cc3n2Cc2ccccc2)CN1Cc1ccccc1,446.51,4.37
CHEMBL46611,O=C(O)CCC(=O)N[C@H](Cc1ccccc1)C[C@@H](Cc1ccccc1)C(=O)O,383.44,2.91
CHEMBL46613,CC(=O)N[C@H](CC(=O)O)P(=O)(Oc1ccccc1)Oc1ccccc1,363.31,3.27
CHEMBL47801,O=C(O)CC[C@H](NC(=O)Oc1ccc(CO)cc1)C(=O)O,297.26,0.59
CHEMBL47803,Cc1nsc(N)n1,115.16,0.43
CHEMBL47805,CCc1nc2c(/C=C\c3ccccc3)cccn2c1C,262.36,4.38
CHEMBL47807,CC(=O)c1ccc(O)cc1C,150.18,1.9
CHEMBL47808,Oc1ccc(/N=N/c2cccc(Br)c2)cc1,277.12,4.57
CHEMBL47724,CCC(=O)N(c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Cl)cc2)cc1)S(C)(=O)=O,471.89,4.91
CHEMBL47814,C[N+]1(C)CCN(c2ccccc2)CC1.[I-],318.2,-1.41
CHEMBL47815,C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.[Cl-],337.27,-0.25
CHEMBL47818,CC(C)(N)CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3CN)cc2)C1=O,470.62,3.9
CHEMBL47635,CC(C)c1ccc2c(CCC/C=N/N=C(\S)Nc3ccccc3)cc(C(=O)[O-])c-2cc1.[Na+],455.56,1.99
CHEMBL47725,CCc1cc(OCc2ccc(F)cc2)c(O)cc1OCCCCCC(C)(C)c1nn[n-]n1.[Na+],464.52,1.74
CHEMBL47726,CCc1cc(OC2CCCC2)c(O)cc1OCCCCCC(C)(C)c1nn[n-]n1.[Na+],424.52,1.34
CHEMBL47728,CSCC[C@@H](C(=O)NO)N(CC(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,436.6,3.63
CHEMBL47636,Cc1nc(C)c(-c2ccnc(Nc3cccc(N)c3)n2)s1,297.39,3.54
CHEMBL47638,CS(=O)(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Cl)cc2)cc1,415.82,4.58
CHEMBL3310829,COc1cc2c(cc1NS(=O)(=O)c1cccc(Cl)c1Cl)n(C)c(=O)n2C,416.29,2.99
CHEMBL47554,N#Cc1cccc(NCc2nc3ccc(F)cc3c(=O)n2-c2ccccc2Cl)c1,404.83,4.66
CHEMBL47555,CC(C)NC(=O)c1c(CN2CCN(C(C)C)CC2)c(-c2ccccc2)nc2ccccc12,430.6,4.57
CHEMBL47647,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(OC)cc2)c2ccccc2)cc1,419.57,4.89
CHEMBL47650,O=C(OC1CN2CCC1CC2)[C@](O)(c1ccccc1)c1ccc(CF)cc1,369.44,3.03
CHEMBL47651,C=CCn1c(-c2ccc(NC(=S)NC)cc2)n[nH]c1=S,305.43,2.71
CHEMBL47652,Cn1c(-c2ccc(NC(=S)Nc3ccccc3)cc2)n[nH]c1=S,341.47,3.95
CHEMBL45480,CCCc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc(N)nc1C,483.59,2.34
CHEMBL45481,COc1ccc(-c2cncn2-c2cc(OC)c(OC)c(OC)c2)cc1N,355.39,3.16
CHEMBL45482,COc1ccc(-c2ncn(C)c2-c2cc(OC)c(OC)c(OC)c2)cc1N,369.42,3.37
CHEMBL45565,C=CCSc1nncc2cnc(CCC)n12,234.33,2.35
CHEMBL45567,CC(=O)OCC(OC(C)=O)C1OC(O)=C(O)C1=O,260.2,-0.27
CHEMBL3310909,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1ncc(Br)s1,435.68,3.33
CHEMBL45483,CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@@H](CC(=O)NO)CC(C)C,379.46,1.03
CHEMBL45398,CSc1ccc(C2=C(c3ccc(OCC4CO4)cc3)C(=O)N3CCCC3C2)cc1,407.54,4.49
CHEMBL45399,N[C@H](C[C@@H]1CC1P(=O)(O)O)C(=O)O,209.14,-0.65
CHEMBL45488,Cc1nc(C)n2c(S)nncc12,180.24,1.03
CHEMBL45490,O=[N+]([O-])c1cccc(-c2c(O)nc3cc(Cl)c([N+](=O)[O-])cc3c2OCCC2CCCCN2)c1,472.89,4.99
CHEMBL3310541,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1ccc(O)cc1,365.77,2.81
CHEMBL45405,Cc1cc(C)cc(Nc2nccc(-n3ccnc3-c3ccc[n+]([O-])c3)n2)c1,358.41,3.32
CHEMBL45496,Cc1cccc2nc([C@H](C)NC(=O)OCc3ccccc3)oc(=O)c12,338.36,3.48
CHEMBL3310568,C=C(C)[C@@H]1CC[C@]2(C)Oc3c(C)c4c(c(OC)c3C[C@@H]2[C@]1(C)CCC(=O)O)C(=O)OC4,428.53,4.84
CHEMBL45320,C[C@H]1C(S[C@@H]2CCO[C@@H]2CNC(=O)CN)=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)C12,399.47,-0.89
CHEMBL45322,C/N=C(/S)C1=CC(C)(C)Oc2ccc(C(F)(F)F)cc21,301.33,4.22
CHEMBL45324,CC(C)n1cnc(CC(N)C(=O)O)c1,197.24,0.42
CHEMBL45325,C[C@H]1C(S[C@H]2CO[C@H](CN)C2)=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)C12,342.42,-0.01
CHEMBL45326,C[C@H]1C(S[C@H]2COC[C@@H]2CN)=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)C12,342.42,-0.15
CHEMBL3309708,O=C1NCCN1C(=O)N1CCc2c([nH]c3ccccc23)C1,284.32,1.67
CHEMBL3309709,CN1CCN(C(=O)N2CCc3c([nH]c4ccccc34)C2)CC1,298.39,1.89
CHEMBL46694,CC(=O)N1CCN(Cc2cc(C)cc(Nc3nccc(-n4ccnc4-c4ccccc4)n3)c2)CC1,467.58,4.05
CHEMBL46695,N[C@H](Cc1nc2c(Cl)cc(Cl)cc2cc1CP(=O)(O)O)C(=O)O,379.14,2.17
CHEMBL46697,O=C(c1ccc(Cl)c(Cl)c1)N1CCC(CNCc2ccccn2)CC1,378.3,4.03
CHEMBL46698,O=c1c2ccccc2sn1CCCCN1CCOCC1,292.4,2.18
CHEMBL46617,Clc1ccc2c(N3CCNCCNCC3)ccnc2c1,290.8,1.89
CHEMBL46699,CC(=O)Sc1c(C)n(C)n(-c2ccccc2)c1=O,262.33,2.12
CHEMBL46700,O=C1N(CCCCCCOc2ccc(Br)cc2)CCN1c1ccncn1,419.32,4.12
CHEMBL46701,COc1cccc(NC(=O)NCCCN2CCOC(Cc3ccccc3)C2)c1,383.49,3.15
CHEMBL46703,C=CCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,307.31,-0.96
CHEMBL47980,CCOC(=O)/C=C/c1cc(OCc2ccccc2)cc(C(N)=O)c1,325.36,2.94
CHEMBL47897,CS(=O)(=O)Nc1ccc(-c2cc(C(F)F)nn2-c2ccccc2)cc1,363.39,3.85
CHEMBL47900,CCc1ccc(N2CCC[C@@H](c3cccc(O)c3)C2)cc1,281.4,4.34
CHEMBL47903,OC(CS)C(O)CS,154.26,-0.43
CHEMBL47819,Cc1cn([C@H]2C[C@@H](N)[C@@H](CO)O2)c(=O)nc1N,240.26,-1.26
CHEMBL47820,COc1cc(C(C)(C)C)ccc1C/N=C(\S)NCc1ccc(NS(C)(=O)=O)cc1,435.62,3.94
CHEMBL47907,CC[C@H](N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC)P(=O)(O)O,413.46,1.38
CHEMBL47908,CN(C(=O)[C@H](Cc1ccc(C(=N)NN)s1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1,499.66,2.98
CHEMBL47729,NC(=O)CC[C@H](NC(=O)OCc1ccccc1)c1nc2ccsc2c(=O)o1,387.42,2.48
CHEMBL47730,CC(C)(C)c1nc(CC(N)C(=O)O)cn1Cc1ccccc1,301.39,2.18
CHEMBL47823,Cc1c(C2=NNC(=O)SC2C)ccc2c1C(C)(C)C(=O)N2,303.39,2.77
CHEMBL47639,CC12CCC3C4CCC(=O)C=C4CCC3C1C[C@@H](I)C2O,400.3,3.9
CHEMBL47644,O=C(O)CCCCCCCN1C(=O)C=CC1=O,239.27,1.34
CHEMBL47645,O=C(O)CCCCCCN1C(=O)C=CC1=O,225.24,0.95
CHEMBL47736,CCN(CC)C(=O)/C=C(\C)c1ccc(OCc2ccccc2)cc1,323.44,4.54
CHEMBL47744,COC1CCCC(OO)CO1,162.19,1.02
CHEMBL47747,NCCc1cnc(C2CCCCC2)n1Cc1ccccc1,283.42,3.48
CHEMBL47836,Cc1c(CC(=O)O)c2cc(OCCO)ccc2n1C(=O)c1ccc(Cl)cc1,387.82,3.29
CHEMBL45568,COC(=O)/C=C/C(=O)NC[C@@H](N)C(=O)N[C@H](C(=O)O)C(C)C,315.33,-1.62
CHEMBL45569,Nc1nc(O)c2nn(-c3cccc(C(=O)NCCCCO)c3)nc2n1,343.35,0.0
