chembl_id,smiles,mw,logp
CHEMBL22391,Cc1cc(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(I)c(C)n1,483.31,4.73
CHEMBL22681,O=[N+]([O-])c1cccc(Cn2c(Cl)nc3cc(Cl)c(Cl)cc32)c1,356.6,4.95
CHEMBL22683,CC(C)C[C@H](N)C(=O)Nc1nc2nc(N)nc(N)c2nc1-c1ccccc1,366.43,1.56
CHEMBL22684,Cc1cc(C(c2ccccc2)N2CCN(Cc3ccccc3)CC2)sn1,363.53,4.36
CHEMBL22685,O=C(N[C@@H](Cc1ccccc1)C(=O)O)c1ccccc1,269.3,2.11
CHEMBL22686,Cc1ccc(/N=C/C2=C3NC=C(C(=O)O)C(=O)N3C(C)CC2)cc1,325.37,2.49
CHEMBL3310374,O=C(NNC(=O)c1cc([N+](=O)[O-])c[nH]1)Nc1ccc(Cl)cc1,323.7,2.04
CHEMBL22438,Cc1cc(C(c2ccc(C3CCCCC3)cc2)N2CCN(C)CC2)sn1,369.58,4.84
CHEMBL22529,Cc1noc(C)c1C(c1ccc(C(C)C)cc1)N1CCN(C)CC1,327.47,3.75
CHEMBL22530,O=C(O)c1cc(O)c2c(Cl)c(Cl)c(Cl)cc2n1,292.5,3.6
CHEMBL22458,CC(C)CN(C(=O)c1ccc(Br)cc1)[C@H]1CCCC[C@@]12CCCN2C,407.4,4.95
CHEMBL22460,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3coc(C)n3)cc21,316.29,2.82
CHEMBL22392,CCOC(=O)c1cnc2ccc(C3(CCC(=O)NCCC(C)C)CCC(=O)NC3=O)cc2c1O,469.54,2.73
CHEMBL22393,CCOC(=O)C1=CNC2=C(/C=N/c3ccc(C(=O)O)cc3)CCC(C)N2C1=O,383.4,2.36
CHEMBL22479,Nc1ncnc2c1ncn2C/C=C\COCP(=O)(O)O,299.23,0.12
CHEMBL22480,O=C(O)C(=O)/C=C(\O)c1ccc(Cl)c(Cl)c1,261.06,2.55
CHEMBL2146580,Cn1c(-c2cc(-c3cccc(F)c3)on2)cc2ccccc21,292.31,4.64
CHEMBL2147660,CCCCCCNC(=O)[C@@H]1COC(c2ccc(OC(F)(F)F)cc2)=N1,358.36,3.43
CHEMBL22919,CN1CCC23c4c5ccc(OC(C)(C)C)c4O[C@H]2[C@@H](O)C=CC3C1C5,341.45,2.67
CHEMBL22660,COc1ccc(-c2nn(C)c(=S)n2C)cc1,235.31,2.16
CHEMBL22663,c1ccc2c(CCN3CCC(CNCCCCNCC4CCNCC4)CC3)cccc2c1,436.69,4.05
CHEMBL22944,CNC(=O)C(=O)[C@H](CCCCN)NC(=O)CN(C)C(=O)c1ccccc1Sc1ccccc1C#N,495.61,1.71
CHEMBL4435038,O=c1c(O)c(-c2ccc3c(c2)OCO3)oc2ccc(F)cc12,300.24,3.03
CHEMBL4435039,O=C1NC(=O)C(c2ccccc2-c2ccccc2F)N1,270.26,2.37
CHEMBL22946,Cn1nc(-c2ccc(F)cc2)n(C)c1=S,223.28,2.29
CHEMBL22947,N=C(N)c1cccc(OCCCCCCOc2cccc(C(=N)N)c2)c1,354.45,3.27
CHEMBL22948,COc1cc(OC)c(OS(=O)(=O)NC(=O)Oc2c(C(C)C)cccc2C(C)C)c(OC)c1,467.54,4.37
CHEMBL22702,COc1cccc(-c2cc(C#N)ccc2C#CC(O)(c2ccc(C#N)cc2)c2cncn2C)c1,444.49,4.13
CHEMBL22703,COc1cccc(-c2cc(C#N)ccc2CCC(O)(c2ccc(C#N)cc2)c2cncn2C)c1,448.53,4.71
CHEMBL22704,CSC1=NC(c2ccccc2SC)C2=C(O)OCC2=N1,306.41,3.42
CHEMBL22705,CSC1=NC(c2cccc([N+](=O)[O-])c2SC)C2=C(O)OCC2=N1,351.41,3.33
CHEMBL22640,O=C(O)c1cc(O)c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2n1,279.16,1.45
CHEMBL22641,CCCCCCCC/C=C/CCCCCCCC1COC(COP(=O)([O-])O)CO1.[Na+],456.54,2.29
CHEMBL22642,Cn1nc(-c2ccc(F)cc2F)n(C)c1=S,241.27,2.43
CHEMBL22643,CN(CCF)Cc1ccccc1Sc1ccc(I)cc1N,416.3,4.43
CHEMBL22721,CC(C)/N=C(/NC#N)Nc1cccc(/C(=C\CCCC(=O)O)c2cccnc2)c1,391.48,4.02
CHEMBL22665,CC(=O)C1C(c2ccc(F)cc2)CC2CCC1N2C,261.34,2.98
CHEMBL22745,CC(=O)N[C@@H](C)C(=O)N/N=C/CNC(=O)c1ccccc1,290.32,0.04
CHEMBL22747,CN(C/C=C/c1ccccc1)Cc1cn(C)c2ccccc12,290.41,4.32
CHEMBL3309384,C[C@H](O)CNc1nccc(-n2ccnc2Cc2cccc(NC(=O)c3ccc4ccccc4n3)c2)n1,479.54,3.85
CHEMBL23041,CCCc1cc(C(=O)OC(C)C)cc(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,457.53,4.26
CHEMBL23042,CN(CC(=O)N[C@@H](CCCCN)B(O)O)C(=O)c1ccccc1S(=O)(=O)c1ccccc1,461.35,0.22
CHEMBL23044,O=[N+]([O-])c1ccc2nc(O)c(O)nc2c1,207.15,0.95
CHEMBL23045,CCCCc1cc(O)cc(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,401.47,3.79
CHEMBL3309386,C[C@H](O)CNc1nccc(-n2ccnc2Cc2cccc(NC(=O)C3Cc4ccccc4N3)c2)n1,469.55,3.02
CHEMBL22782,CN(CCCc1ccccc1)Cc1cccc2ccccc12,289.42,4.9
CHEMBL22783,COc1ccc2c(c1)c1oc(C(C)C)c(S(=O)(=O)[O-])c1c(=O)n2C.[Na+],373.36,-0.68
CHEMBL22724,[11CH3]Oc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1F,370.26,3.33
CHEMBL22803,CC(=O)N[C@H]1[C@H](N2CCOCC2)C=C(C(=O)O)C[C@@H]1N,283.33,-1.07
CHEMBL3310848,COc1ccc(NNS(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,335.39,1.96
CHEMBL22826,COc1cccc(Oc2cc(Cn3ccnc3)ccc2C#N)c1,305.34,3.6
CHEMBL22827,NCC(=O)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc2ccccc2c1,347.42,2.46
CHEMBL22828,CCCCc1ccc(C(=O)O)c(=O)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,405.45,4.3
CHEMBL22829,CN1CCCC[C@@H]1/C=C/C1c2ccccc2Cc2ccccc21,303.45,4.76
CHEMBL23134,O=C(O)c1cc2ccc(Cl)cc2[nH]1,195.6,2.52
CHEMBL22787,Nc1nc2cc(Cl)c(Cl)cc2n1Cc1cccc([N+](=O)[O-])c1,337.17,3.88
CHEMBL22872,COc1ccccc1N1CCN(CCCCNC(=O)Cc2ccsc2)CC1,387.55,3.02
CHEMBL22876,O=C(O)c1ccccc1Nc1cc(Cl)cc(Cl)c1,282.13,4.44
CHEMBL22806,CC(=O)c1ccc2c(O)cc(C(=O)O)nc2c1,231.21,1.84
CHEMBL22807,Cc1cccc2nc(C(=O)O)cc(O)c12,203.2,1.95
CHEMBL22808,CC(=O)N[C@H]1[C@H](N2C3CCCC2CC3)C=C(C(=O)O)C[C@@H]1N,307.39,0.62
CHEMBL22809,CC(NC(=O)OCc1ccccc1)C(=O)N1CCCC1C(=O)O,320.35,1.38
CHEMBL3310849,CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(C#N)cc2)cc1,330.37,1.82
CHEMBL22830,C1CCNC1,71.12,0.37
CHEMBL22831,c1cc(C2=NCCN2)ccc1OCCCCCOc1ccc(C2=NCCN2)cc1,392.5,3.01
CHEMBL22920,CCOC(=O)C1=CNC2=C(/C=N/c3ccccc3C(=O)O)CCC(C)N2C1=O,383.4,2.36
CHEMBL22922,COc1ccccc1C(c1cc(C)ns1)N1CCN(C)CC1,317.46,2.8
CHEMBL22923,C[C@@H]1OC(=O)C[C@H]1C/C=C/[C@H]1CCCCN1C,237.34,2.37
CHEMBL22924,Nc1nc(N)c2cc(CNc3cccc4ccccc34)cnc2n1,316.37,2.95
CHEMBL22925,c1nncn1C1CN2CCC1CC2,178.24,0.54
CHEMBL23238,NS(=O)(=O)c1ccc(CNS(=O)(=O)c2ccccc2)cc1,326.4,0.81
CHEMBL22623,COc1cc(OC)cc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c1,354.41,2.15
CHEMBL22896,CC(C)c1cccc(C(C)C)c1NC(=O)NS(=O)(=O)N(CC1CCCO1)CC1CCCO1,467.63,3.96
CHEMBL22897,CCN(CC)CCNc1ccc(CO)c2oc3ccc(O)cc3c(=O)c12,356.42,2.9
CHEMBL22899,COC(=O)c1ccc2c3c4c(cc5c3n(c2c1)C(=O)CC5)CNCC4,334.38,2.81
CHEMBL22926,Cn1cnc(C2CN3CCC2CC3)n1,192.27,0.62
CHEMBL22666,CC1(C)SC2C(NC(=O)N/C=C/c3cccc4ccccc34)C(=O)N2[C@H]1C(=O)[O-].[Na+],433.47,-1.71
CHEMBL22669,Cc1cc(C(C)(C)C)c(OC(=O)[N-]S(=O)(=O)N(C)CCc2ccccn2)c(C(C)(C)C)c1.[Na+],483.61,2.28
CHEMBL22670,Oc1nnc(-c2cc3ccccc3[nH]2)o1,201.19,1.92
CHEMBL23141,CC(=O)C1C(c2ccc(C)cc2)CC2CCC1N2C,257.38,3.15
CHEMBL23142,CCC(=O)C1C(c2ccc(C)cc2)CC2CCC1N2C,271.4,3.54
CHEMBL23241,COc1ccncc1C1=C(c2ccc(S(C)(=O)=O)cc2)CCC1=O,343.4,2.77
CHEMBL23242,CCC1C(=O)N=C2N=CC=CN2C1=O,191.19,0.34
CHEMBL22707,Nc1ccn(C2C=CC(CO)O2)c(=O)n1,209.2,-0.73
CHEMBL22708,CN(CC1CCc2nc(N)nc(O)c2C1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,457.49,1.05
CHEMBL22709,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,430.42,2.7
CHEMBL22710,CC(C)(C)c1cccc(Oc2cc(Cn3ccnc3)ccc2C#N)c1,331.42,4.89
CHEMBL655,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,325.77,4.32
CHEMBL22644,CCCn1c(SC)nc2c(CBr)cccc21,299.24,4.06
CHEMBL4435339,CN1C(=O)CC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1Br,379.18,2.7
CHEMBL4435341,Nc1ccc2oc(N3CCN(C(=O)c4ccccc4F)CC3)nc2c1,340.36,2.51
CHEMBL22646,C=CCC1([C@H](C)C#CCC)C(=O)NC(=S)NC1=O,264.35,1.13
CHEMBL22647,C=CCC1([C@@H](C)C#CCC)C(=O)NC(=S)NC1=O,264.35,1.13
CHEMBL22728,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1N(CCCl)CCCl,351.15,1.89
CHEMBL22751,N#Cc1cc(-c2ccoc2)c2ccc(OCc3cccc(C4(O)CC5COC(C4)O5)n3)cc2n1,455.47,4.06
CHEMBL22752,CC1CCC(/C=N/c2ccc(C(F)(F)F)cc2)=C2NC=C(C(=O)O)C(=O)N21,379.34,3.2
CHEMBL22754,CCCc1cc(OCCN(C)C)cc(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,458.57,3.64
CHEMBL22755,COc1ccc2cc(C(C)C(=O)N[C@@H](CC(C)C)C(=O)O)ccc2c1,343.42,3.57
CHEMBL23046,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(CCc2ccccc2)C1,413.57,4.52
CHEMBL23047,N=C(N)/N=C(\N)NCCC(=O)O,173.18,-1.74
CHEMBL23048,CCCCc1nn(CC2CC2)c(C(=O)O)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,456.55,4.77
CHEMBL22788,CCCCc1ccc(C(=O)NCC(=O)O)c(=O)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,462.5,3.42
CHEMBL22789,N#Cc1cc(-c2ccoc2)c2ccc(COc3cc(F)cc(C4(O)CC5COC(C4)O5)c3)cc2n1,472.47,4.81
CHEMBL22791,CCCc1cc(C(=O)O)cc(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,415.45,3.39
CHEMBL22731,C#C[C@]1(O)CCC(C2CCc3cc(O)ccc3C2)C1(C)C,284.4,3.3
CHEMBL22810,COc1ccc2c(c1)c(=O)c1c(n2C)OC(C(C)(C)O)C1,289.33,1.62
CHEMBL3310850,CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(S(N)(=O)=O)cc2)cc1,384.44,0.6
CHEMBL22833,Cc1ccc(NC(=O)c2ccc(N)cc2)cc1,226.28,2.83
CHEMBL22834,CC(C)CN(CC(C)C)S(=O)(=O)NC(=O)Nc1c(C(C)C)cccc1C(C)C,411.61,4.91
CHEMBL22835,CSc1cc(C(=O)NC[C@@H]2CCCN2Cc2ccccc2)c2c(c1)N(C)CCO2,411.57,3.63
CHEMBL1075634,CCO/C=C(\C#N)C(=O)c1oc2ccccc2c1C,255.27,3.37
CHEMBL23049,CCCCc1ccc(O)c(C(=O)Nc2ccc(Br)cc2)c1,348.24,4.75
CHEMBL23138,O=C(O)c1cccc(/C=C/c2ccccc2)n1,225.25,2.95
CHEMBL23139,COC(=O)C(=N)/C=C(\O)c1ccc(Cl)cc1,239.66,2.43
CHEMBL23140,NCCCCNCc1ccc([N+](=O)[O-])cc1,223.28,1.42
CHEMBL22878,CC1(C)CCc2c(O)nc3ccccc3c2O1,229.28,3.04
CHEMBL22879,CCc1cc(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(C(C)=O)c(C)n1,413.48,4.58
CHEMBL22881,Nc1nc2c(cnn2CCc2ccc(S(=O)(=O)NCC(=O)O)cc2)c2nc(-c3ccco3)nn12,482.48,0.92
CHEMBL22882,CC(C)NC(=O)OCc1ncn(-c2ccccc2)c1COC(=O)NC(C)C,374.44,3.14
CHEMBL22811,COc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,426.47,2.85
CHEMBL22812,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)CC2)cc1,330.38,3.5
CHEMBL22813,CN(C)CCNC(=O)Cc1c(C(=O)NCCN(C)C)[nH]c2cc(Cl)ccc12,393.92,1.33
CHEMBL22814,CC(CS)C(=O)N1c2ccc(Cl)cc2CC1C(=O)O,299.78,2.25
CHEMBL22815,O=C(O)c1ccccc1Nc1cccc(Cl)c1,247.68,3.78
CHEMBL3310852,CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(F)cc2)cc1,323.35,2.09
CHEMBL22588,CCCc1ccc2c(O)cc(C(=O)O)nc2c1,231.25,2.59
CHEMBL22590,C1CCC2(CC1)OOC1(CCCCC1)OO2,228.29,3.22
CHEMBL22591,CCCCN(C)S(=O)(=O)NC(=O)Nc1c(C(C)C)cccc1C(C)C,369.53,4.03
CHEMBL22592,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1N(CCBr)CCBr,440.05,2.2
CHEMBL3309385,C[C@H](O)CNc1nccc(-n2ccnc2Cc2cccc(NC(=O)Cc3c[nH]c4ccccc34)c2)n1,481.56,3.71
CHEMBL22950,CC(C)c1cccc(C(C)C)c1OC(=O)NS(=O)(=O)Oc1ccccc1,377.46,4.35
CHEMBL22951,Oc1nnc(-c2nc3ccccc3o2)o1,203.16,1.58
CHEMBL22952,CCCCCCNS(=O)(=O)NC(=O)Nc1c(C(C)C)cccc1C(C)C,383.56,4.47
CHEMBL676,NCCC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+],279.03,-8.92
CHEMBL22630,O=C(N[C@@H]1C(=O)N(c2ccccc2F)C[C@@H]1C(=O)O)c1cnc2ccccc2c1,393.37,2.22
CHEMBL22901,CCOc1cc(Cc2cnc(N)nc2N)ccc1OCc1cc(OC)c(OC)c(OC)c1,440.5,3.24
CHEMBL668,CNCCCC1c2ccccc2C=Cc2ccccc21,263.38,4.3
CHEMBL4435019,CC(C)c1cc2c(c(O)c1O)[C@@]1(c3nnc([C@H](C)N)o3)CCCC(C)(C)[C@@H]1CC2=O,413.52,4.32
CHEMBL4435020,COC(=O)C1=C(C(C)(C)C)NC(=S)N[C@H]1/C=C/c1ccc(C)cc1,344.48,3.33
CHEMBL4435021,Cc1cccc(C(=O)N[C@@H]2C(=O)Nc3c(c(C)nn3-c3ccccn3)[C@@H]2c2ccc(F)cc2)c1,455.49,3.91
CHEMBL4435022,CN(C)CCNc1nc2ccccc2nc1-c1nc2ccccc2[nH]1,332.41,3.15
CHEMBL4435023,COc1ccc(CC2CCOC3(CCN(C(=O)c4ccc([N+](=O)[O-])o4)CC3)C2)cc1,414.46,3.84
CHEMBL4435024,O=C1Nc2ccc(F)cc2/C1=N/NC(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1,436.83,3.82
CHEMBL4435025,Cc1cn(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc12,360.48,3.68
CHEMBL22902,CC(C)C[C@H](NC(=O)c1ccccc1)C(=O)O,235.28,1.92
CHEMBL22903,CCOC(=O)/C=C/c1cnc2n(c1=O)[C@@H](C)CC/C2=N\Nc1ccccc1,366.42,2.99
CHEMBL22905,CC(C)C[C@H](N)C(=O)Nc1ccc2ccccc2c1,256.35,3.15
CHEMBL22671,COC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OC)c(O)c(OC)c2)N1,495.58,3.2
CHEMBL22672,Nc1nc(N)c2nc(CNc3ccc(Cl)cc3)cnc2n1,301.74,1.85
CHEMBL22674,C[N+]1(C)CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.[I-],429.35,1.85
CHEMBL22694,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(CC)C1,337.47,3.3
CHEMBL22696,C(=N/NC1=NCCN1)\c1ccc(/C=N/NC2=NCCN2)c2cc3ccccc3cc12,398.47,1.76
CHEMBL22711,Cc1nc(C)c(C(c2ccccc2Cl)N2CCN(C)CC2)s1,335.9,3.75
CHEMBL22712,CC(C)(O)c1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1,297.33,3.51
CHEMBL22714,Nc1nc2cc(Cl)c(Cl)cc2n1Cc1ccc(Cl)cc1,326.61,4.63
CHEMBL22715,Cn1nc(-c2ccccc2)n(C)c1=O,189.22,0.79
CHEMBL22651,CCC1C(=O)N2C=CSC2=[N+](c2ccccc2)C1=O,273.34,2.3
CHEMBL22652,O=C(O)CN(C(=O)CCS)c1ccccc1,239.3,1.42
CHEMBL22654,CC(CS)C(=O)N(CC(=O)O)c1ccc2c(c1)OCO2,297.33,1.4
CHEMBL22757,CCCCc1nnc(C(=O)[C@@H](NC(=O)Cn2c(-c3ccc(F)cc3)ncc(N)c2=O)C(C)C)o1,470.51,2.38
CHEMBL22759,O=C(O)C1=Cc2cc(C(C3CCCCC3)n3ccnc3)sc2CC1,342.46,4.53
CHEMBL22760,O=c1oc2ccc(Cl)cc2n1CCc1ccccn1,274.71,2.89
CHEMBL22927,CC(C)[C@H](NC(=O)Cn1c(-c2ccc(F)cc2)nccc1=O)C(=O)c1nnc(C(C)(C)C)o1,455.49,2.75
CHEMBL4435074,CN(C)C1=C(c2cn(C)c3ccccc23)C(=O)N(C)C1=O,283.33,1.45
CHEMBL4435075,CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@H]4C5=CC(=O)[C@@H]6[C@@H](C)OC(=O)[C@]56CC[C@@H]43)C2)O[C@H](C)[C@H]1O,488.62,3.57
CHEMBL4435076,CN1CC(Cc2ccc(N(C)C)cc2[N+](=O)[O-])C(=NO)C(Cc2ccc(N(C)C)cc2[N+](=O)[O-])C1,484.56,3.43
CHEMBL4435077,Oc1cccc2ccc(CCc3ccc4cccc(O)c4n3)nc12,316.36,3.98
CHEMBL4435078,Cc1ccc([Te]CC(O)COc2ccc(S(N)(=O)=O)cc2)cc1,449.0,0.83
CHEMBL4435079,CNC(=O)c1cnc(Nc2cc(C)c(F)cn2)cc1Nc1cccc(-c2nncn2C)c1OC,462.49,3.58
CHEMBL22716,C[C@H]1CC/C(=N\Nc2ccccc2)c2ncc(C(=O)O)c(=O)n21,312.33,2.11
CHEMBL22794,Sc1n[nH]c(-c2ccc(Cl)cc2)n1,211.68,2.41
CHEMBL22796,CCCCc1nn(CCC)c(C(=O)O)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,444.54,4.77
CHEMBL22733,CCCN(CCC)S(=O)(=O)NC(=O)Nc1c(C(C)C)cccc1C(C)C,383.56,4.42
CHEMBL22734,CC(=O)NNC(=NCC(=O)O)NNC(C)=O,231.21,-2.29
CHEMBL22736,OC1(c2cccc(COc3ccc4c(-c5ccoc5)cncc4c3)n2)CC2COC(C1)O2,430.46,4.19
CHEMBL22737,Oc1nc2cc(Cl)c3cccnc3c2o1,220.62,2.74
CHEMBL22738,Cn1c2c(c(=O)c3cc(O)ccc31)CC(O)C(C)(C)O2,275.3,1.32
CHEMBL22837,Cc1cc(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(C=O)c(C)n1,385.43,3.94
CHEMBL22930,CC(=O)C1C(c2ccc3ccccc3c2)CC2CCC1N2C,293.41,4.0
CHEMBL22614,NCCNCCCCNCC1CCN(C(=O)Cc2cccc3ccccc23)CC1,396.58,2.54
CHEMBL2158338,Cc1ccnc(SCc2cc(=O)c(NC(=O)c3ccc([N+](=O)[O-])cc3)co2)n1,398.4,3.19
CHEMBL2159767,CCc1ccc2nc(-c3ccccn3)ccc2c1,234.3,3.86
CHEMBL22883,COc1cc2c(cc1OC)C(c1ccc([N+](=O)[O-])cc1)=NNC(=O)C2,341.32,2.04
CHEMBL22885,COc1cc2c(cc1OC)C(c1ccccc1)=NN(C(C)=O)C(=O)C2,338.36,2.39
CHEMBL22886,CN(CC(=O)N[C@@H](CCCCN)B(O)O)C(=O)c1ccccc1Sc1ccccc1,429.35,1.54
CHEMBL22818,OC1(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)CC1,295.32,3.26
CHEMBL22820,Nc1nc(N)c2c(CSc3ccccc3)coc2n1,272.33,2.68
CHEMBL22594,NC(Cc1cc(Br)ccc1CCP(=O)(O)O)C(=O)O,352.12,1.12
CHEMBL22596,N#Cc1ccccc1OCC(O)CNCCNC(=O)Nc1ccccc1Cl,388.86,2.36
CHEMBL22597,O=C(O)CC(NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)CF,430.43,2.02
CHEMBL22615,CCN(CC)CCNc1cc(-c2cccc(C)c2)nc2ccccc12,333.48,4.96
CHEMBL666,O=C(O)P(=O)(O)O,126.0,-0.16
CHEMBL22697,CC(C)NC(=O)NC1C(=O)N2C1SC(C)(C)[C@@H]2C(=O)[O-].[Na+],323.35,-4.12
CHEMBL22632,CCN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,467.48,1.99
CHEMBL22633,O=C(O)C1=CNC2=C(/C=N/c3ccccc3)CCN2C1=O,283.29,1.4
CHEMBL22906,CCCOc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1nc(O)c2cc3[nH]cnc3cc2n1,482.57,2.6
CHEMBL22908,CC(=O)c1c(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)cc(C)nc1C,399.45,4.33
CHEMBL22909,N=C(N)c1cccc(OCCCCOc2cccc(C(=N)N)c2)c1,326.4,2.49
CHEMBL22911,C#Cc1cc(O)nc(O)n1,136.11,-0.13
CHEMBL22676,C[C@@H](c1ccccc1)n1cncc1C(=O)OCCC1(C)N=N1,298.35,3.22
CHEMBL22677,Cc1c(CSc2ccc(Cl)cc2)cnc2nc(N)nc(N)c12,331.83,3.44
CHEMBL22679,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1,359.47,2.42
CHEMBL22699,CCCCc1cccc(=O)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,361.44,4.6
CHEMBL22700,COc1cc(C(=O)O)nc2cc(Cl)cc(Cl)c12,272.09,3.25
CHEMBL22701,COc1ccc([C@@H]2[C@@H](CCOc3ccc([N+](=O)[O-])cc3)C(=O)N2c2ccccc2)cc1,418.45,4.78
CHEMBL22636,N=C(NN)NCCC(=O)O,146.15,-1.55
CHEMBL22637,CCOC(=O)n1nc(-c2nc3ccc(C)cc3o2)oc1=O,289.25,1.96
CHEMBL22657,COC(=O)[C@@H]1CCCN1C(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OC)c(O)c(OC)c2)N1,479.53,2.66
CHEMBL22680,c1ccc(COCC2(c3ccccc3)CCNCC2)cc1,281.4,3.52
CHEMBL22761,NC(=O)NCCNCC(O)COc1ccccc1,253.3,-0.32
CHEMBL22762,Cc1nn2c(-c3ccc(F)cc3)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C3CC3)nc2c1C.[Na+],461.47,-0.7
CHEMBL22763,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2Br)c(Br)c1,498.22,4.41
CHEMBL22764,CN(CCc1cccc2ccccc12)C(=O)[C@H]1CCCC[C@H]1C(=O)N[C@@H](C=O)CCCN=C(N)N,479.63,2.38
CHEMBL4435193,OC(Cn1cncn1)(Cn1cnc(SCc2ccc(F)cc2)n1)c1ccc(F)cc1F,446.46,3.17
CHEMBL4435195,O=C(O)c1cnc(-c2ccc(OCC3CC3)c(-n3ccnn3)c2)[nH]c1=O,353.34,1.5
CHEMBL22778,CCCN(CCC)[C@H]1CCc2c(F)ccc(O)c2C1,265.37,3.51
CHEMBL22780,CCCOn1c(CC)nc2ccc(OC)cc21,234.3,2.45
CHEMBL22781,Nc1nc(O)c2nc(CN(C=O)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)ccc2n1,468.43,0.52
CHEMBL22719,COc1ccc2c(c1)c(=O)c1c(n2C)OC(C)(C)CC1,273.33,2.65
CHEMBL4435228,CCOC(=O)C(C)N(C(=O)c1cccs1)c1c(C)cccc1Cl,351.86,4.31
CHEMBL4435230,CCc1ccc(NC(=S)N/N=C\c2ccnc3ccccc23)cc1,334.45,4.12
CHEMBL4435232,CCCc1nc2[nH]c(C)c(NS(=O)(=O)c3ccc(C4CCCCC4)cc3)c(=O)n2n1,429.55,3.53
CHEMBL4435234,Cc1ccc(Cn2c(C)c(C)n3cc([N+](=O)[O-])nc3c2=O)cc1,312.33,2.38
CHEMBL22720,Cc1cc2nc(O)c(O)nc2cc1C,190.2,1.66
CHEMBL22799,Cn1c(=O)oc2c3ncccc3c(Cl)cc21,234.64,2.33
CHEMBL3310847,CC(=O)Nc1ccc(S(=O)(=O)NNc2ccc(C)cc2)cc1,319.39,2.26
CHEMBL22740,N[C@@H](CC(=O)c1cccc([N+](=O)[O-])c1)C(=O)O,238.2,0.58
CHEMBL22741,Cc1cc(C(c2ccccc2C(C)C)N2CCN(C)CC2)sn1,329.51,3.91
CHEMBL22742,COC(=O)[C@H]1CCCN1C(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OC)c(O)c(OC)c2)N1,479.53,2.66
CHEMBL23136,O=C(O)C1Cc2c([nH]c3ccccc23)CN1C(=O)CCS,304.37,1.83
